Year, DOY, Month, DOM, Time, ExFlow, GM, InFlow, HV, Spare, LLD, ULD, TankP, Temp, AirT, RelHum, Press, Batt, Comments, Flag
2023, 244,9,1, 00:00, 80.01, 0.0, -13.84, -712.7,, 9979, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 00:30, 80.01, 0.0, -13.84, -712.7,, 10694, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 01:00, 80.01, 0.0, -13.84, -712.7,, 11213, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 01:30, 80.01, 0.0, -13.84, -712.7,, 12022, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 02:00, 80.01, 0.0, -13.84, -712.7,, 12531, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 02:30, 80.01, 0.0, -13.84, -712.7,, 13088, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 03:00, 80.01, 0.0, -13.84, -712.7,, 13599, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 03:30, 80.01, 0.0, -13.84, -712.7,, 14015, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 04:00, 80.01, 0.0, -13.84, -712.7,, 14352, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 04:30, 80.01, 0.0, -13.84, -712.7,, 14782, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 05:00, 80.01, 0.0, -13.84, -712.7,, 14695, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 05:30, 80.01, 0.0, -13.84, -712.7,, 15064, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 06:00, 80.01, 0.0, -13.84, -712.7,, 14926, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 06:30, 80.01, 0.0, -13.84, -712.7,, 15001, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 07:00, 80.01, 0.0, -13.84, -712.7,, 14904, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 07:30, 80.01, 0.0, -13.84, -712.7,, 14921, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 08:00, 80.01, 0.0, -13.84, -712.7,, 14142, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 08:30, 80.01, 0.0, -13.84, -712.7,, 13822, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 09:00, 80.01, 0.0, -13.84, -712.7,, 13575, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 09:30, 80.01, 0.0, -13.84, -712.7,, 13042, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 10:00, 80.01, 0.0, -13.84, -712.7,, 12595, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 10:30, 80.01, 0.0, -13.84, -712.7,, 12070, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 11:00, 80.01, 0.0, -13.84, -712.7,, 11426, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 11:30, 80.01, 0.0, -13.84, -712.7,, 10652, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 12:00, 80.01, 0.0, -13.84, -712.7,, 9917, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 12:30, 80.01, 0.0, -13.84, -712.7,, 9374, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 13:00, 80.01, 0.0, -13.84, -712.7,, 8752, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 13:30, 80.01, 0.0, -13.84, -712.7,, 8255, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 14:00, 80.01, 0.0, -13.84, -712.7,, 7469, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 14:30, 80.01, 0.0, -13.84, -712.7,, 6810, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 15:00, 80.01, 0.0, -13.84, -712.7,, 6398, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 15:30, 80.01, 0.0, -13.84, -712.7,, 6047, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 16:00, 80.01, 0.0, -13.84, -712.7,, 5582, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 16:30, 80.01, 0.0, -13.84, -712.7,, 5395, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 17:00, 80.01, 0.0, -13.84, -712.7,, 5237, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 17:30, 80.01, 0.0, -13.84, -712.7,, 5003, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 18:00, 80.01, 0.0, -13.84, -712.7,, 4967, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 18:30, 80.01, 0.0, -13.84, -712.7,, 4993, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 19:00, 80.01, 0.0, -13.84, -712.7,, 5121, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
2023, 244,9,1, 19:30, 80.01, 0.0, -13.84, -712.7,, 5391, 0, -558.7, 21.26, -168.9, 34.86, 419.6658020019531, 15.24,, 0
